id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30160167,Warm little building 温馨小筑 따뜻한 작은 건물 D,92706260,Kane,Queens,Flushing,40.73941,-73.82099000000001,Private room,49,1,19,2019-06-11,2.5,5,48
22275245,"Spacious room in Historical South Street Seaport,",162784512,Biggi,Manhattan,Financial District,40.70875,-74.00183,Private room,129,30,32,2018-11-08,1.73,1,0
29041626,Cosy room with Queen bed,27084741,Paul,Queens,Woodside,40.74459,-73.91167,Private room,90,1,2,2019-05-18,0.77,2,173
28732998,Quintessential Tribeca Loft,3612407,Mag,Manhattan,Tribeca,40.7172,-74.00675,Entire home/apt,295,3,3,2018-12-08,0.33,1,17
17510141,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,Theater District,40.76321,-73.98356,Entire home/apt,243,30,0,,,23,364
36282009,Private Room in a beautiful 2 BR apartment,213428885,Anas,Manhattan,Harlem,40.80707,-73.95241999999999,Private room,40,20,0,,,1,273
20989659,LUXURY MURRAY HILL EAST 34TH~1BR,2856748,Ruchi,Manhattan,Murray Hill,40.7488,-73.97844,Entire home/apt,225,30,1,2019-06-23,1.0,49,311
14714894,Perfect master bedroom in Brooklyn garden duplex,3103656,Laurel,Brooklyn,Bushwick,40.69174,-73.91141,Private room,99,3,3,2018-07-25,0.16,2,332
35790417,Cozy 1 Bedroom Apartment next to Manhattan!!!,258089128,Evelina,Queens,Astoria,40.76019,-73.92489,Entire home/apt,135,3,0,,,1,109
35900875,Private Bedroom en-suite Bathroom - Manhattan,270029540,Aamir,Manhattan,Harlem,40.81561,-73.94823000000001,Private room,99,1,1,2019-06-30,1.0,1,256
23919507,Large Sunny Bedroom in 2 bedroom Apt. near train,39531110,Josseline,Brooklyn,Gravesend,40.60663,-73.9821,Private room,29,2,1,2018-06-11,0.08,1,0
4020957,Sunny Room in Bedstuy,12876904,Marla,Brooklyn,Bedford-Stuyvesant,40.67918,-73.95318,Private room,125,2,1,2015-06-05,0.02,1,0
12737660,Large and sunny BR Bushwick,69269694,Mickael,Brooklyn,Williamsburg,40.70474,-73.93812,Private room,70,3,3,2016-08-23,0.08,1,0
29627988,Upper East Chic 1BR Apartment Near Central Park,65498336,Song,Manhattan,East Harlem,40.78918,-73.94787,Entire home/apt,199,1,41,2019-06-25,5.37,1,228
10058942,"Columbia Univer, female/couple only",12245536,Rong,Manhattan,Harlem,40.82083,-73.95795,Private room,39,2,3,2016-07-21,0.07,2,0
2081177,Lovely Studio in New York City,542611,Robyn,Queens,Sunnyside,40.74409,-73.91868000000001,Entire home/apt,90,14,6,2016-09-11,0.09,1,0
31075172,Brooklyn's Finest - LL,50364039,Cathy,Brooklyn,Williamsburg,40.71477,-73.96122,Entire home/apt,130,2,25,2019-07-02,3.99,3,261
19219624,"Creative Retreat Double, With Garden",134521683,Kathy,Manhattan,East Village,40.7239,-73.98111,Private room,120,30,3,2017-09-27,0.12,2,0
35162122,Clean and Cozy,264811416,Tasia,Queens,St. Albans,40.69464,-73.75184,Entire home/apt,47,3,0,,,1,3
35196099,Ornate cozy Victorian studio at Central Park,118013873,Frances,Manhattan,Upper West Side,40.80103,-73.9706,Entire home/apt,150,6,2,2019-07-07,2.0,1,69
33446557,"Mi casa, tu casa!",203932958,Lina,Manhattan,Lower East Side,40.72044,-73.98335,Entire home/apt,240,3,10,2019-06-24,3.23,2,8
35795970,Sutton Place High Rise,61396454,Ash,Manhattan,Midtown,40.75518,-73.96306,Entire home/apt,190,30,0,,,14,365
25842535,The Perfect Williamsburg Apartment,35967771,Aurelio,Brooklyn,Williamsburg,40.72021,-73.95949,Entire home/apt,180,2,3,2019-03-11,0.29,1,0
15913986,2 Room/1 Bath Entire Apt! Next to Colleges/Train!,2270624,Ny,Manhattan,Harlem,40.81462,-73.95248000000001,Entire home/apt,203,3,13,2018-11-25,0.42,2,0
15818624,Sunny and spacious  1-bedroom in Brooklyn,18192430,Jamie,Brooklyn,Fort Greene,40.6967,-73.97476999999999,Private room,80,1,53,2018-06-01,2.15,1,0
1914759,Urban Oasis in Chelsea,9931428,Joseph,Manhattan,Chelsea,40.74276,-74.00016,Entire home/apt,225,2,0,,,1,17
3908094,Spacious Comfy Bedroom in Bushwick,5879951,Marine,Brooklyn,Williamsburg,40.70617,-73.93674,Private room,68,5,5,2017-09-20,0.11,1,0
32242848,Summer room  夏,240055586,George,Queens,Fresh Meadows,40.73834,-73.79209,Private room,55,1,24,2019-07-01,4.97,5,32
65834,Beautiful 1 Bedroom Apt Park Slope,321934,Jessica,Brooklyn,Park Slope,40.673190000000005,-73.97323,Entire home/apt,175,2,11,2013-05-02,0.11,1,246
2028432,Sunny Private Studio With Backyard Close 2 Subway!,10243387,Mirlet,Queens,Long Island City,40.75832,-73.92874,Private room,72,3,26,2019-03-14,0.41,2,307
21933969,Gowanus-Park Slope- Queen Studio Room,159091490,Melissa,Brooklyn,Gowanus,40.6784,-73.98447,Private room,129,1,32,2019-07-07,1.62,17,363
18655599,Luxury Studio Apartment in Downtown Brooklyn,36522433,Zexi,Brooklyn,Downtown Brooklyn,40.694590000000005,-73.98261,Entire home/apt,130,5,2,2017-08-29,0.08,1,0
35460496,"1 room in the coolest neighborhood, good lighting",6291714,Ava,Manhattan,Little Italy,40.71703,-73.998,Private room,74,4,0,,,1,44
22067764,Williamsburg - great view and elevator into apt,24051464,Martin,Brooklyn,Williamsburg,40.71811,-73.94414,Private room,75,1,1,2017-12-12,0.05,1,0
21265628,Fabulous Room in East Willamsburg!,20583151,Deona,Brooklyn,Bushwick,40.697790000000005,-73.92282,Private room,95,1,1,2019-05-19,0.59,1,89
34177609,MODERN APT WITH AN AMAZING CITY VIEW IN MIDTOWN,82537581,Gabriel,Manhattan,Hell's Kitchen,40.76802,-73.99298,Entire home/apt,249,5,2,2019-07-01,2.0,1,364
10631201,Luxury apartment 3BDR with balcony,37806185,David,Manhattan,Murray Hill,40.7441,-73.97224,Shared room,200,1,0,,,1,0
28564408,1Dynamic private room in bushwick,215577249,Charlie And Selena,Brooklyn,Bushwick,40.69256,-73.90456999999999,Private room,65,2,26,2019-06-07,2.8,8,362
34844071,SWEET STUDIO 4 BLOCKS FROM THE BEACH! 15min to NYC,56306339,Al,Staten Island,Midland Beach,40.57503,-74.09523,Entire home/apt,61,5,0,,,1,290
14916806,Voted “Best of Williamsburg” / 1000 sqft Loft,11227830,Logan,Brooklyn,Williamsburg,40.71865,-73.96392,Entire home/apt,249,2,43,2019-06-23,1.27,1,38
6988793,"Perfect for Cat, Book, Park Lovers!",13857446,Laura,Brooklyn,Flatbush,40.65371,-73.95623,Entire home/apt,90,2,12,2015-12-19,0.25,1,0
9479324,Subletting my room (Jan-May),49133999,Eli,Brooklyn,Clinton Hill,40.69585,-73.96344,Private room,65,60,0,,,1,0
34124949,"Apartment for rent in EV, ten min from WSP",257668187,Noah,Manhattan,East Village,40.727540000000005,-73.99025,Private room,63,30,1,2019-05-15,0.55,1,18
34118020,Amazing Area - Quick walk to Metro - Spacious!,161324994,Ashley At Bedly,Manhattan,East Harlem,40.791,-73.94807,Private room,38,30,1,2019-05-31,0.77,6,44
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",2020431,M. C.,Manhattan,SoHo,40.72057,-73.99976,Entire home/apt,225,3,134,2019-06-22,1.53,1,231
25299137,Cozy Private Bedroom by Central Park in UWS,43809903,Eddie,Manhattan,Upper West Side,40.80321,-73.96463,Private room,35,1,64,2019-06-16,4.76,4,22
13079618,Cozy Apartment in Fort Greene,7221835,Darian,Brooklyn,Fort Greene,40.6904,-73.97285,Entire home/apt,140,3,2,2016-10-24,0.05,1,0
28369307,Modern & Sunny Room near Museum Mile,4128972,Alina,Manhattan,East Harlem,40.79388,-73.94594000000001,Private room,105,1,33,2019-06-30,3.41,1,26
29908325,"12 minutes from JFK, private room and bath.",212899703,Ms. Debra,Queens,Jamaica,40.67903,-73.76535,Private room,83,2,2,2019-04-15,0.27,3,322
11634575,"Sunny, enchanting, spacious bedroom",61382075,Elena,Manhattan,Washington Heights,40.84398,-73.94064,Private room,65,4,2,2017-05-22,0.05,2,0
7900575,"Charming, quiet West Village studio",41657584,Beatriz,Manhattan,West Village,40.73519,-74.00641999999999,Entire home/apt,200,3,9,2019-06-02,0.2,1,168
14724479,Clean & Amazing Semi Private NYC Room by #1 Train,30499687,Jovanni & Natasha,Bronx,Fieldston,40.89581,-73.89778000000001,Private room,59,2,7,2017-04-17,0.21,2,0
2631224,Tasteful Room in Charming Two Bedroom Apartment,6243156,Yoni,Manhattan,Harlem,40.82424,-73.94664,Private room,70,2,228,2019-07-06,4.27,1,247
16376497,Private Room blocks from Union Square,81190209,Claudio,Manhattan,Stuyvesant Town,40.73125,-73.97891,Private room,110,1,0,,,1,0
13337150,"Luxury Room (rm4), 5 mins from Columbia",21410914,Eugene,Manhattan,Morningside Heights,40.81193,-73.95945999999999,Private room,110,3,58,2019-06-22,1.62,6,129
28805003,"Micro-Studio in Hells Kitchen, Shared Bath",198861577,Novo,Manhattan,Hell's Kitchen,40.76021,-73.99197,Private room,69,30,0,,,5,0
786685,Big Brnstn Grdn Apt 2 stops to Midtown,4147380,Lauren,Manhattan,Harlem,40.82294,-73.94999,Entire home/apt,225,1,50,2019-06-14,0.72,1,265
35670657,Charming and quiet 2 bedroom on Washington Ave,18392694,Yamini,Brooklyn,Crown Heights,40.67976,-73.9633,Entire home/apt,100,7,0,,,1,146
6249100,Spacious room next to 96 st Station,14614459,Dario,Manhattan,Upper East Side,40.78354,-73.94699,Private room,90,5,4,2015-12-16,0.08,4,0
13174455,Brooklyn room in a New Bldg - 20mns from Manhattan,73643860,Aicha,Brooklyn,Bedford-Stuyvesant,40.68846,-73.92155,Private room,65,2,5,2019-06-23,2.24,1,48
24798903,Greenhouse APT,21764391,Jery & Dave,Brooklyn,Williamsburg,40.71166,-73.95739,Entire home/apt,200,3,7,2019-01-15,0.62,1,67
15713028,Artsy Bedroom for Solo Traveler,101113595,Chloe,Brooklyn,Bedford-Stuyvesant,40.68012,-73.93862,Private room,89,2,2,2017-01-01,0.07,1,0
17641625,COZY Large Private APARTMENT in EAST VILLAGE,836353,Luna,Manhattan,East Village,40.72588,-73.98598,Entire home/apt,122,6,22,2019-05-24,0.87,1,15
9149435,Bright and Spacious Park Slope 1BR,46561509,John,Brooklyn,Park Slope,40.67286,-73.97133000000001,Entire home/apt,220,1,0,,,1,0
9998154,Spacious Master Bedroom in EV,32993860,Zach,Manhattan,East Village,40.72658,-73.97827,Private room,129,1,0,,,1,0
34542878,J & G Comfort Cove Luxurious King Room,259776956,Gladwyn,Brooklyn,Canarsie,40.63043,-73.89553000000001,Private room,130,1,0,,,5,365
30676471,Sofa-Bed in a modern and cozy apartment in Harlem,229450070,Gianluca,Manhattan,Harlem,40.82398,-73.93815,Shared room,45,2,15,2019-06-05,2.28,1,96
6063050,Private Room in 3BD Apt with a queen bed,9897580,David,Brooklyn,Bedford-Stuyvesant,40.686690000000006,-73.93451999999999,Private room,55,3,51,2019-06-19,1.0,1,340
35336938,Room in queens house for rent,264043510,Ken,Queens,Springfield Gardens,40.6626,-73.76349,Private room,90,1,1,2019-06-23,1.0,6,365
29628979,Queen Studio Room In Boutique Hotel,33213436,Alec,Brooklyn,Gowanus,40.67955,-73.98435,Private room,149,1,7,2019-06-03,0.95,8,365
34142194,QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,48711094,Alex,Manhattan,Midtown,40.74607,-73.98371999999999,Private room,95,2,10,2019-06-23,4.55,1,0
34868859,Spectacular 2 bed 2 bath with W/D in the APT #6117,35098529,David,Manhattan,Kips Bay,40.74409,-73.97605,Entire home/apt,310,30,0,,,5,214
9393885,three bedroom in east village,48723057,Carlo,Manhattan,East Village,40.72339,-73.9833,Entire home/apt,300,3,0,,,1,0
9791355,Beautiful studio in Gramercy Park,50463621,Josh,Manhattan,Kips Bay,40.7412,-73.98170999999999,Entire home/apt,110,4,0,,,1,0
20213442,Master Bedroom in Jazz Era Townhome,7285042,Max,Brooklyn,Crown Heights,40.67586,-73.9504,Private room,75,3,5,2017-10-28,0.22,1,0
21473601,Over-sized studio in UnionSquare/EastVillage!,15894157,Lizzie,Manhattan,East Village,40.73073,-73.98601,Entire home/apt,145,3,27,2019-05-26,1.33,1,7
31734628,"Sublet in Williamsburg, 50 steps from L train",23670318,Sean,Brooklyn,Williamsburg,40.7135,-73.94644,Private room,48,28,0,,,1,0
13170106,Bright & spacious east village apartment,21425186,Doug,Manhattan,East Village,40.72333,-73.98795,Entire home/apt,250,3,0,,,1,0
13727297,Beautiful 2 bedroom apartment in the West Village,7689009,Amanda,Manhattan,West Village,40.73208,-74.00784,Entire home/apt,225,2,1,2016-09-10,0.03,1,0
31795059,Loft on the Best Block of the Lower East Side,1533007,Sivan,Manhattan,Chinatown,40.71683,-73.99172,Entire home/apt,130,3,15,2019-06-19,3.04,1,15
22029653,Quiet Artsy Astoria Bedroom Available,160862247,Peyton,Queens,Astoria,40.75694,-73.92558000000001,Private room,57,5,0,,,1,0
22361657,Friendly and Artsy Brooklyn Bedroom,5778653,Trisha,Brooklyn,Bedford-Stuyvesant,40.69671,-73.94896,Private room,45,1,1,2017-12-31,0.05,1,0
8642982,Cozy BK RM for 2! 30min > Manhattan,13440686,Samuel,Brooklyn,Bedford-Stuyvesant,40.68233,-73.91001,Private room,45,1,87,2017-08-28,1.9,1,0
5033691,*GALAXY* Spectacular 2 Bedroom - Spacious & Light!,25237492,Juliana,Manhattan,Upper West Side,40.78147,-73.98315,Entire home/apt,250,30,13,2019-06-15,0.25,34,304
19602515,LES East Village Spacious Getaway,11758216,Ariana,Manhattan,East Village,40.723490000000005,-73.98491,Entire home/apt,150,4,5,2019-07-02,0.27,1,8
850198,"UES 1 br, 2 blocks from the Met ",4439578,Zs,Manhattan,Upper East Side,40.77815,-73.95902,Entire home/apt,195,31,8,2013-06-28,0.1,1,273
35262429,Cute Bright 1 Bedroom apartment in Bushwick,94422691,Omar,Brooklyn,Bushwick,40.696940000000005,-73.90765999999999,Entire home/apt,67,2,1,2019-07-03,1.0,1,0
26450808,Sonder | Hanover Square | Elegant 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70362,-74.00804000000001,Entire home/apt,190,29,0,,,96,333
24541153,Summer escape in Brighton Beach,30895980,Elena,Brooklyn,Brighton Beach,40.576440000000005,-73.95551,Entire home/apt,110,2,8,2019-05-17,0.58,2,248
25160226,Fully Private Two-Bedroom Duplex House,158566993,Nnenna,Brooklyn,East Flatbush,40.64333,-73.92526,Entire home/apt,150,2,4,2019-01-07,0.31,1,106
16298489,Sunny Room,47675184,Antonio,Brooklyn,Bedford-Stuyvesant,40.69201,-73.9475,Private room,35,1,7,2017-01-12,0.22,1,0
26003667,Pvt Room in Artsy Home w/pvt roof gym!,2739367,Heather,Brooklyn,Williamsburg,40.70931,-73.94253,Private room,62,1,71,2019-06-20,5.52,2,73
26655705,CESAR'S PALACE,24195130,Cesar,Bronx,Pelham Gardens,40.86153,-73.83655999999999,Entire home/apt,102,1,50,2019-06-23,4.19,1,349
9110135,Affordable stay in NYC,7486909,Allie,Manhattan,East Harlem,40.79311,-73.93928000000001,Entire home/apt,110,1,85,2019-05-06,1.9,1,304
9753443,Big Studio W/ Prive Patio +Amenity,2147475,Will,Brooklyn,Greenpoint,40.721070000000005,-73.95376,Entire home/apt,159,1,3,2017-01-02,0.1,1,0
30235273,*Easy check in Budget Room!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68197,-73.91235,Private room,40,2,11,2019-07-04,3.17,10,317
14446960,"Cozy 3 Bedroom, 20 Minutes to Times Square!",88960729,Chin,Queens,Woodside,40.74321,-73.89988000000001,Entire home/apt,199,3,169,2019-06-24,4.8,1,302
9035181,Cute Clinton Hill brownstone apt!,15055897,Heather,Brooklyn,Clinton Hill,40.6921,-73.96603,Entire home/apt,125,3,3,2017-01-02,0.08,2,0
12848383,Lovely Brooklyn Duplex near Prospect Park 3BR,70181422,Chris And Zaneta,Brooklyn,Windsor Terrace,40.65341,-73.97877,Entire home/apt,265,2,8,2017-01-02,0.21,4,0
36243744,"Single bed step to Citi Field, LGA, JFK,Manhattan",217463199,Marvy,Queens,Flushing,40.74344,-73.82642,Private room,45,3,0,,,4,365
3737847,Sanctuary Close To Manhattan ,19107278,Jaime,Brooklyn,Bushwick,40.7001,-73.91204,Private room,50,5,2,2016-06-01,0.03,2,0
7699516,HUGE 2 bdrm 30 m ride from Midtown,40443551,Sherry,Manhattan,Washington Heights,40.8508,-73.94004,Entire home/apt,112,1,1,2015-09-02,0.02,1,0
4053597,Artist's Creative Cozy Studio in Park Slope,5133495,Mary Kathryn,Brooklyn,South Slope,40.66202,-73.98589,Entire home/apt,150,3,8,2019-05-27,0.15,1,0
26947761,Sunny private room in the heart of NYC 53E2,190921808,John,Manhattan,Hell's Kitchen,40.75503,-73.99724,Private room,53,30,0,,,47,316
12028733,Comfortable and Spacious Bedroom B,52474491,Arthur,Brooklyn,Sea Gate,40.577740000000006,-74.01021999999999,Private room,97,1,2,2016-03-28,0.05,3,0
21934318,Park Slope-Gowanus Boutique Queen Studio,159091490,Melissa,Brooklyn,Gowanus,40.677040000000005,-73.9846,Private room,129,1,9,2019-07-06,0.46,17,338
4016173,Turn of the Century Railroad Flat /4 day Wknd,9639040,Joanne,Brooklyn,Park Slope,40.66723,-73.98043,Entire home/apt,100,2,18,2019-06-24,0.31,1,58
5742615,"Spacious, Renovated 1 BR Loft Apt",29784880,Amy,Manhattan,Chinatown,40.71491,-73.99181999999999,Entire home/apt,149,7,6,2019-06-25,0.12,1,241
2273733,Heart of the West Village!,8730513,Corey,Manhattan,Greenwich Village,40.73357,-73.99767,Private room,175,3,1,2018-05-18,0.07,1,0
17684098,Spacious Uptown Apartment near Columbia University,19884477,Marine,Manhattan,Morningside Heights,40.80935,-73.95786,Entire home/apt,139,1,77,2018-12-17,2.79,1,0
12184956,Private Room in Greenpoint Brooklyn,36959636,Panagiotis,Brooklyn,Greenpoint,40.72099,-73.94566,Private room,75,3,0,,,1,0
33071794,Prime Location 44stDoorman Gym Studio!5217,16098958,Jeremy & Laura,Manhattan,Midtown,40.75032,-73.97143,Entire home/apt,175,30,0,,,96,342
6915467,clean room close to subway station,27962518,Xiangyu,Queens,Elmhurst,40.73713,-73.8741,Private room,85,1,1,2015-07-02,0.02,2,0
26221423,Cozy 2BR in Trendy LIC! 1 Stop From Manhattan!!!,62701284,Steve,Queens,Long Island City,40.7452,-73.9535,Entire home/apt,155,2,43,2019-07-03,3.6,1,239
34546192,"Large, Sunny, Quiet  Room in Harlem, New York City",1542506,Ritty,Manhattan,Harlem,40.81721,-73.94593,Private room,49,1,0,,,1,2
19923041,ॐ Private Room in Yoga Retreat Center - Brooklyn ॐ,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.67014,-73.99276,Private room,79,1,81,2019-06-23,3.53,3,353
4950357,"Quiet Room, Near Columbia University & Subway",8253604,James & Shaun,Manhattan,Harlem,40.81561,-73.95264,Private room,89,1,203,2019-06-28,3.89,2,162
36205674,Large Sunny Room Available,328898,Damion,Manhattan,East Harlem,40.80041,-73.94615,Private room,59,1,1,2019-07-07,1.0,1,42
5300082,CLEAN AND STYLISH EAST VILLAGE PAD,16155254,Lina,Manhattan,East Village,40.72956,-73.98165999999999,Entire home/apt,160,1,210,2019-06-23,3.93,4,265
9416007,Subway. Ocean. Parking,31680304,Alex & Alena,Brooklyn,Gravesend,40.5888,-73.97278,Private room,70,3,46,2019-06-13,1.05,2,92
1367775,Furnished room with private bathroom,7419960,Marilyn,Manhattan,Roosevelt Island,40.76175,-73.95012,Private room,54,30,5,2018-08-18,0.15,1,2
21675209,Beautiful cozy studio in the heart of Manhattan,26135855,Aliza,Manhattan,Murray Hill,40.74601,-73.97823000000001,Entire home/apt,200,1,46,2019-05-27,2.36,1,0
28757780,New York City Private one bedroom and shared bath,216917414,Ramon,Manhattan,Washington Heights,40.851040000000005,-73.93979,Private room,60,2,12,2018-12-12,1.34,2,0
19857263,One bedroom luxury apartment!,26178020,Monica,Queens,Long Island City,40.75265,-73.9405,Entire home/apt,180,30,0,,,1,83
35384734,Studio Apartment in the heart of Chelsea,266380288,Valerie,Manhattan,Chelsea,40.74114,-74.00358,Entire home/apt,198,30,0,,,1,125
36102578,***New*** Explore the NYC in this Brooklyn Oasis,271568898,Gabriel & Aquanna,Brooklyn,Cypress Hills,40.67814,-73.89286,Entire home/apt,150,1,0,,,1,9
23785875,Large Manhattan Duplex 30 mins to Times Square!,137916804,Asia,Manhattan,Washington Heights,40.85395,-73.93335,Entire home/apt,300,4,31,2019-07-01,2.16,1,286
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Stacy,Manhattan,Upper West Side,40.77823,-73.97636999999999,Entire home/apt,235,6,27,2019-04-27,0.27,1,199
15715485,Beautiful Downtown Brooklyn Studio,8615868,Elle,Brooklyn,Park Slope,40.67829,-73.97891,Entire home/apt,100,1,0,,,1,0
24635562,"SUNNY HOMY ROOM CLOSE TO MANHATTAN,LGA/JFK AIRPORT",44213272,Miss. G.,Queens,Ditmars Steinway,40.77562,-73.91431,Private room,60,2,22,2019-06-23,1.54,5,360
27137301,"Bright, modern duplex w/ rooftop deck  & balcony",9736367,Katie,Brooklyn,Bedford-Stuyvesant,40.68652,-73.94848,Private room,46,3,5,2019-04-22,0.47,1,0
17825100,2 bedroom with patio in clinton hill,48243500,Carri,Brooklyn,Clinton Hill,40.69422,-73.96565,Entire home/apt,107,2,5,2017-05-30,0.18,1,0
26414834,Enjoy this cozy private room near Times Sq. 53E4,190921808,John,Manhattan,Hell's Kitchen,40.75561,-73.99543,Private room,55,30,3,2019-05-30,0.92,47,345
22281732,"Private Room (rm4), 5 mins from Columbia",21410914,Eugene,Manhattan,Morningside Heights,40.8112,-73.95966999999999,Private room,100,3,42,2019-06-16,2.43,6,0
19433834,Charming one-bedroom with original tin ceilings,6094395,Alysse,Brooklyn,Gowanus,40.67002,-73.99158,Entire home/apt,140,4,14,2018-11-14,0.58,1,8
